Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_203.jpg;0;0;1;0;99.66999;85.589;0.0002350815;59.80813;1.456435E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_262.jpg;0;0;0;0;99.66999;85.589;0.0002350815;59.80813;1.456435E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_335.jpg;0;0;0;0;99.66999;85.589;0.0002351093;59.80813;1.353393E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_396.jpg;0;0;0;0;99.66999;85.589;0.0002348419;59.80813;1.115451E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_467.jpg;0;0;0;0;99.66999;85.589;0.0002344853;59.80813;7.98198E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_533.jpg;0;0;0;0;99.66999;85.589;0.000234424;59.80813;6.158449E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_596.jpg;0;0;0;0;99.66999;85.589;0.0002344657;59.80813;4.61286E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_663.jpg;0;0;0;0;99.66999;85.589;0.0002345074;59.80813;3.067272E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_728.jpg;0;0;0;0;99.66999;85.589;0.0002345629;59.80813;1.006509E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_797.jpg;0;0;0;0;99.66999;85.589;0.0002346046;59.80813;-5.3908E-08
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_864.jpg;0;0;0;0;99.66999;85.589;0.0002346463;59.80813;-2.084669E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_932.jpg;0;0;0;0;99.66999;85.589;0.0002347019;59.80813;-4.145432E-07
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_07_998.jpg;-4.109526;0;0;0;99.66999;85.589;0.0002351431;59.31121;1.609756E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_065.jpg;-8.129652;0;0;0;99.66999;85.589;0.0002364123;58.09852;6.411849E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_131.jpg;-12.07039;0;0;0;99.66999;85.589;0.000237585;55.44415;1.550184E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_196.jpg;-12.12776;0;0;0;99.66999;85.589;0.0002378937;53.38007;2.150345E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_262.jpg;-15;0;0;0;99.66999;85.589;0.0002375896;50.79362;2.870913E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_333.jpg;-15;0;0;0;99.66999;85.589;0.0002355078;47.19363;3.642901E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_400.jpg;-15;0;0;0;99.66999;85.589;0.0002345863;44.49367;4.110023E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_465.jpg;-15;0;0;0;99.66999;85.589;0.000234073;41.79367;4.410076E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_532.jpg;-15;0;0;0;99.66999;85.589;0.0002346461;38.19373;4.650641E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_598.jpg;-15;0;0;0;99.66999;85.589;0.0002352437;35.49376;4.66849E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_665.jpg;-13.06587;0;0;0;99.66999;85.589;0.0002364343;32.90985;4.642643E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_732.jpg;-9.055218;0;0;0;99.66999;85.589;0.000239026;30.50185;4.023864E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_798.jpg;-5.088852;0;0;0;99.66999;85.589;0.0002409352;29.4708;3.259801E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_864.jpg;-9.169963;0;0;0;99.66999;85.589;0.0002433717;28.06084;2.694321E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_933.jpg;-5.237281;0;0;0;99.66999;85.589;0.0002462135;26.56469;1.730081E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_08_997.jpg;-1.139269;0;0;0;99.67;85.589;0.0002479656;26.11747;7.952689E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_065.jpg;2.816051;0;0;0;99.67;85.589;0.0002492148;26.38084;-4.537262E-06
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_126.jpg;2.922095;0;0;0;99.67;85.589;0.0002499683;27.31208;-2.207061E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_194.jpg;3.250582;0;0;0;99.67;85.589;0.0002505415;27.7708;-3.201973E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_261.jpg;7.249553;0;0;0;99.67;85.589;0.0002504977;28.82919;-4.397078E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_327.jpg;11.20375;0;0;0;99.67;85.589;0.0002474771;31.28406;-6.105516E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_395.jpg;15;0;0;0;99.67;85.589;0.0002452805;33.87601;-7.350817E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_471.jpg;15;0;0;0;99.67;85.589;0.0002410766;37.47599;-8.681178E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_528.jpg;15;0;0;0;99.67;85.589;0.0002366331;40.17596;-9.360893E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_596.jpg;15;0;0;0;99.67;85.589;0.0002318325;42.87596;-9.752501E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_662.jpg;15;0;0;0;99.67;85.589;0.000228488;45.57591;-9.93263E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_727.jpg;15;0;0;0;99.67;85.589;0.0002270486;49.17587;-9.827132E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_798.jpg;10.91824;0;0;0;99.66999;85.589;0.0002277697;51.26952;-9.336045E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_864.jpg;6.946206;0;0;0;99.66999;85.589;0.0002287311;52.75153;-8.39612E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_931.jpg;11.06116;0;0;0;99.66999;85.589;0.0002310752;55.16041;-7.290477E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_09_997.jpg;7.163604;0;0;0;99.66999;85.589;0.0002336664;56.57035;-6.209801E-05
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_060.jpg;7.356455;0.1914642;0;0.01911234;99.67046;85.58986;0.02145774;56.62819;0.001473443
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_131.jpg;3.21327;0.3986235;0;0.0203487;99.67192;85.59226;0.07905746;56.70727;0.003479106
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_197.jpg;0;0.6020628;0;0.03196992;99.67404;85.59553;0.1549903;56.67272;0.003424485
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_260.jpg;0;0.7934259;0;0.07751229;99.67775;85.60117;0.2852393;56.66819;0.002916713
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_330.jpg;0;0.9915261;0;0.1275104;99.68646;85.61428;0.5666879;56.62174;-0.0001907077
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_397.jpg;0;1;0;0.1753717;99.6951;85.6273;0.8037305;56.59738;-0.001543748
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_464.jpg;0;1;0;0.2359224;99.7055;85.6431;1.059178;56.69702;-0.0008168007
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_527.jpg;4.18038;1;0;0.2902958;99.72071;85.66708;1.32847;56.7007;-0.002375597
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_595.jpg;7.859353;1;0;0.3284457;99.73043;85.68395;1.229945;56.80132;-0.0006767715
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_659.jpg;12.02794;1;0;0.4295993;99.74159;85.70428;1.122643;57.04004;0.001348287
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_727.jpg;11.78503;1;0;0.459468;99.75854;85.73693;1.072219;57.6678;0.01455837
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_796.jpg;11.90481;1;0;0.5180844;99.77355;85.76565;1.108053;58.18322;0.01873007
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_863.jpg;15;1;0;0.5654733;99.78883;85.79697;1.154249;58.77541;0.02816285
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_927.jpg;15;1;0;0.6280519;99.81065;85.84386;1.223086;59.5141;0.01176656
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_10_970.jpg;15;1;0;0.6512124;99.8219;85.86897;1.233007;59.99578;359.9934
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_11_031.jpg;15;1;0;0.7099991;99.83898;85.9084;1.216317;60.74899;359.9936
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_11_104.jpg;15;1;0;0.7528177;99.85679;85.95067;1.194808;61.72664;359.993
C:\Users\Roselynn Conrady\Documents\ISU\Spring2022\ME592\HW3\IMG\robocam_2022_03_23_15_12_11_168.jpg;15;1;0;0.8095817;99.88113;86.01137;1.188376;63.06593;-0.003081879
